"Icon","ID","Title","Description","Type","Player Prompt","Objective Proposal Response","In Progress Response","Destination Completion Available Prompt","Destination Completion Available Response","Difficulty Level","Required Level","Achievement Id","Required Achievement Id","Can Be Abandoned","Can Be Shared","Can Fast Travel","Difficulty","Entitlement Id","Exclusive Territory","Experience Reward","Failure Game Event Id","Flag Pvp","Hide Available Map Icon","Hide Incomplete Turnin Marker","Item Reward Name","Item Reward Qty","Max Influence Level","NOTE","NOTES","Npc Destination Id","ORMRelease Active Override","ORMRelease Event Tags","Objective Acceptance Response","Objective Completion Response","Objective On Cooldown Response","Objective Reward","Progression Reward","Push Objective On Req Met","Push Objective On Req Retrigger","Quest Arc Tag","Repeatable","Require All Progression","Required Entitlement Id","Required Faction","Required Game Mode Id","Required World Tags","Reward Type","Reward With Player Level","Schedule Id","Should Reset In Progress Quest On Schedule End","Should Reset On Faction Change","Skip Req Achievment When Invalid","Success Game Event Id","Task","Affinity Rewards","Azoth Reward","Azoth Reward Chance","Azoth Salt","Azoth Salt Chance","Categorical Progression Id","Categorical Progression Reward","Coin Reward Chance","Creature Type","Currency Reward","Cursed Crowns","Cursed Silvers","Emit Telemetry","Event ID","Faction Influence Amount","Faction Influence Src","Faction Reputation","Faction Tokens","Game Event Type","Gear Score Range","Ignore Economy Tracker","Item Reward","Leaderboard Value","Level","Loot Limit Id","Loot Limit Reached Game Event Id","Loot Limit Reached Game Event Keep Overrides","Loot Tags","PVPXP","Remove Status Effect Categories","Remove Status Effects","Reward  Type","Reward Modifier","Rewards Notes","Scheduled Game Event Id","Seasons Xp","Status Effect Id","Territory Standing","Universal Exp Amount","Use Rested Exp","Whisper ID","Xp Of Current Level"
"","M_explorer_aquire_X_items_kill_X_enemies_territory","Cull Enemies for Items","","Mission","","","","","","0","","","","true","true","true","","","","","FactionMission_Failure","false","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","FactionMission_Success_R1_Sm","M_task_aquire_X_items_kill_X_enemies_territory_container","","0","0","0","0","","0","0","Mission-","225","","","true","FactionMission_Success_R1_Sm","0","Missions","40","40","","","","","0","15","","","","","","","","","","","","0","","125","430","","","0"
"","M_explorer_aquire_X_items_kill_X_enemies_POITag_territory","Cull Enemies for Items","","Mission","","","","","","0","","","","true","true","true","","","","","FactionMission_Failure","false","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","FactionMission_Success_R1_Sm","M_task_aquire_X_items_kill_X_enemies_POITag_territory_container","","0","0","0","0","","0","0","Mission-","225","","","true","FactionMission_Success_R1_Sm","0","Missions","40","40","","","","","0","15","","","","","","","","","","","","0","","125","430","","","0"
"","M_community_goal_prototype","objective_mission_title_cg_proto","objective_mission_desc_cg_proto","Community Goal","","","","","","0","","","","true","false","true","Easy","","","","","false","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","M_task_community_goal_prototype","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","S_getoffbeach","Sole Survivor","Investigate what looks to be a watchtower.","Journey","Accept the Quest","proposal_getoffbeach","incomplete_getoffbeach","Complete the Quest","complete_available_response_getoffbeach","0","","S_getoffbeach","","false","false","true","","","","","","false","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","S_getoffbeach_success","task_getoffbeach_container","","0","1","","","","","","MSQ-","150","","","true","S_getoffbeach_success","","","","","","","","","","1","","","","","","","","","","","","","","0","200","","",""
"","CM_merchant_transport_item","Delivery Mission","","Community Goal","","","","","","0","","","","true","false","false","","","","","Mission_Failure_Merchant_T1","false","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","Mission_Success_Merchant_T1","CM_task_transport_item_container","","50","0","0","0","","0","0","Quest+","7875","","","true","Mission_Success_Merchant_T1","0","Missions","100","100","","","","","0","15","","","","","","","","","","","","0","","1500","640","","","0"
"","CM_procurer_acquire_X_items","Acquisition Mission","","Community Goal","","","","","","0","","","","true","false","true","","","","","Mission_Failure_Procurer_T1","false","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","Mission_Success_Procurer_T1","CM_task_acquire_X_items_container","","50","0","0","0","","0","0","Quest+","7875","","","true","Mission_Success_Procurer_T1","0","Missions","100","100","","","","","0","15","","","","","","","","","","","","0","","1500","640","","","0"
"","CM_explorer_acquire_X_items_POITag","Explore and Find","","Community Goal","","","","","","0","","","","true","false","true","","","","","Mission_Failure_Explorer_T1","false","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","Mission_Success_Explorer_T1","CM_task_acquire_X_items_POITag_container","","50","0","0","0","","0","0","Quest+","7875","","","true","Mission_Success_Explorer_T1","0","Missions","100","100","","","","","0","15","","","","","","","","","","","","0","","1500","640","","","0"
"","CM_explorer_acquire_X_items_POITag_territory","Explore and Find","","Community Goal","","","","","","0","","","","true","false","true","","","","","Mission_Failure_Explorer_T1","false","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","Mission_Success_Explorer_T1","CM_task_acquire_X_items_POITag_territory_container","","50","0","0","0","","0","0","Quest+","7875","","","true","Mission_Success_Explorer_T1","0","Missions","100","100","","","","","0","15","","","","","","","","","","","","0","","1500","640","","","0"
"","CM_explorer_acquire_X_items_territory","Explore and Find","","Community Goal","","","","","","0","","","","true","false","true","","","","","Mission_Failure_Explorer_T1","false","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","Mission_Success_Explorer_T1","CM_task_acquire_X_items_territory_container","","50","0","0","0","","0","0","Quest+","7875","","","true","Mission_Success_Explorer_T1","0","Missions","100","100","","","","","0","15","","","","","","","","","","","","0","","1500","640","","","0"
"","CM_explorer_aquire_X_items_kill_X_enemies","Cull Enemies for Items","","Community Goal","","","","","","0","","","","true","false","true","","","","","Mission_Failure_Explorer_T1","false","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","Mission_Success_Explorer_T1","CM_task_aquire_X_items_kill_X_enemies_container","","50","0","0","0","","0","0","Quest+","7875","","","true","Mission_Success_Explorer_T1","0","Missions","100","100","","","","","0","15","","","","","","","","","","","","0","","1500","640","","","0"
"","CM_explorer_aquire_X_items_kill_X_enemies_POITag","Cull Enemies for Items","","Community Goal","","","","","","0","","","","true","false","true","","","","","Mission_Failure_Explorer_T1","false","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","Mission_Success_Explorer_T1","CM_task_aquire_X_items_kill_X_enemies_POITag_container","","50","0","0","0","","0","0","Quest+","7875","","","true","Mission_Success_Explorer_T1","0","Missions","100","100","","","","","0","15","","","","","","","","","","","","0","","1500","640","","","0"
"","CM_explorer_aquire_X_items_kill_X_enemies_territory","Cull Enemies for Items","","Community Goal","","","","","","0","","","","true","false","true","","","","","Mission_Failure_Explorer_T1","false","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","Mission_Success_Explorer_T1","CM_task_aquire_X_items_kill_X_enemies_territory_container","","50","0","0","0","","0","0","Quest+","7875","","","true","Mission_Success_Explorer_T1","0","Missions","100","100","","","","","0","15","","","","","","","","","","","","0","","1500","640","","","0"
"","CM_explorer_aquire_X_items_kill_X_enemies_POITag_territory","Cull Enemies for Items","","Community Goal","","","","","","0","","","","true","false","true","","","","","Mission_Failure_Explorer_T1","false","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","Mission_Success_Explorer_T1","CM_task_aquire_X_items_kill_X_enemies_POITag_territory_container","","50","0","0","0","","0","0","Quest+","7875","","","true","Mission_Success_Explorer_T1","0","Missions","100","100","","","","","0","15","","","","","","","","","","","","0","","1500","640","","","0"
"","CM_bounty_kill_X_enemies","Kill Mission","","Community Goal","","","","","","0","","","","true","false","true","","","","","Mission_Failure_Bounty_T1","false","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","Mission_Success_Bounty_T1","CM_task_kill_X_enemies_container","","50","0","0","0","","0","0","Quest+","7875","","","true","Mission_Success_Bounty_T1","0","Missions","100","100","","","","","0","15","","","","","","","","","","","","0","","1500","640","","","0"
"","CM_procurer_craft_workorder_items","Craft {itemName}","","Community Goal","","","","","","0","","","","true","false","true","","","","","Mission_Failure_Procurer_T1","false","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","Mission_Success_Procurer_T1","CM_task_craft_workorder_items_container","","50","0","0","0","","0","0","Quest+","7875","","","true","Mission_Success_Procurer_T1","0","Missions","100","100","","","","","0","15","","","","","","","","","","","","0","","1500","640","","","0"
"","M_killx_location","Kill Mission","","Mission","","","","","","0","","","","true","true","true","","","","","FactionMission_Failure","false","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","FactionMission_Success_R1_Sm","M_task_kill_X_enemies_container_location","","0","0","0","0","","0","0","Mission-","225","","","true","FactionMission_Success_R1_Sm","0","Missions","40","40","","","","","0","15","","","","","","","","","","","","0","","125","430","","","0"
"","M_delivery","Delivery Mission","","Mission","","","","","","0","","","","true","true","false","","","","","FactionMission_Failure","false","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","FactionMission_Success_R1_Sm","M_task_transport_item_container","","0","0","0","0","","0","0","Mission-","225","","","true","FactionMission_Success_R1_Sm","0","Missions","40","40","","","","","0","15","","","","","","","","","","","","0","","125","430","","","0"
"","M_fetch_location","Explore and Find","","Mission","","","","","","0","","","","true","true","true","","","","","FactionMission_Failure","false","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","FactionMission_Success_R1_Sm","M_task_acquire_X_items_POITag_container","","0","0","0","0","","0","0","Mission-","225","","","true","FactionMission_Success_R1_Sm","0","Missions","40","40","","","","","0","15","","","","","","","","","","","","0","","125","430","","","0"
"","M_killtoken_location","Cull Enemies for Items","","Mission","","","","","","0","","","","true","true","true","","","","","FactionMission_Failure","false","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","FactionMission_Success_R1_Sm","M_task_aquire_X_items_kill_X_enemies_POITag_container","","0","0","0","0","","0","0","Mission-","225","","","true","FactionMission_Success_R1_Sm","0","Missions","40","40","","","","","0","15","","","","","","","","","","","","0","","125","430","","","0"
"","M_killx_killtoken_location","Cull Enemies for Items","","Mission","","","","","","0","","","","true","true","true","","","","","FactionMission_Failure","false","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","FactionMission_Success_R1_Sm","M_killx_killtoken_location_container","","0","0","0","0","","0","0","Mission-","225","","","true","FactionMission_Success_R1_Sm","0","Missions","40","40","","","","","0","15","","","","","","","","","","","","0","","125","430","","","0"
"","M_fetch_killx_killtoken_location","Cull Enemies for Items","","Mission","","","","","","0","","","","true","true","true","","","","","FactionMission_Failure","false","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","FactionMission_Success_R1_Sm","M_fetch_killx_killtoken_location_container","","0","0","0","0","","0","0","Mission-","225","","","true","FactionMission_Success_R1_Sm","0","Missions","40","40","","","","","0","15","","","","","","","","","","","","0","","125","430","","","0"
"","M_killtoken","Cull Enemies for Items","","Mission","","","","","","0","","","","true","true","true","","","","","FactionMission_Failure","false","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","FactionMission_Success_R1_Sm","M_task_aquire_X_items_kill_X_enemies_container","","0","0","0","0","","0","0","Mission-","225","","","true","FactionMission_Success_R1_Sm","0","Missions","40","40","","","","","0","15","","","","","","","","","","","","0","","125","430","","","0"
"","PVP_killx","Kill Mission","","Mission","","","","","","0","","","","true","false","false","","","","","PVPMission_Failure","true","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","PVPMission_Success_R1_Sm","PVP_task_kill_X_enemies_container_location","","0","0","0","0","","0","0","MissionPvP-","225","","","true","PVPMission_Success_R1_Sm","50","Missions","80","80","","","","","0","15","","","","","","","","","","","","0","","15","400","","","0"
"","PVP_killx_location","Kill Mission","","Mission","","","","","","0","","","","true","false","false","","","","","PVPMission_Failure","true","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","PVPMission_Success_R1_Sm","PVP_task_kill_X_enemies_container","","0","0","0","0","","0","0","MissionPvP-","225","","","true","PVPMission_Success_R1_Sm","50","Missions","80","80","","","","","0","15","","","","","","","","","","","","0","","15","400","","","0"
"","PVP_delivery","Delivery Mission","","Mission","","","","","","0","","","","true","false","false","","","","","PVPMission_Failure","true","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","PVPMission_Success_R1_Sm","PVP_task_transport_item_container","","0","0","0","0","","0","0","MissionPvP-","225","","","true","PVPMission_Success_R1_Sm","50","Missions","80","80","","","","","0","15","","","","","","","","","","","","0","","15","400","","","0"
"","PVP_fetch","Acquisition Mission","","Mission","","","","","","0","","","","true","false","false","","","","","PVPMission_Failure","true","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","PVPMission_Success_R1_Sm","PVP_task_acquire_X_items_container","","0","0","0","0","","0","0","MissionPvP-","225","","","true","PVPMission_Success_R1_Sm","50","Missions","80","80","","","","","0","15","","","","","","","","","","","","0","","15","400","","","0"
"","PVP_fetch_location","Explore and Find","","Mission","","","","","","0","","","","true","false","false","","","","","PVPMission_Failure","true","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","PVPMission_Success_R1_Sm","PVP_task_acquire_X_items_POITag_container","","0","0","0","0","","0","0","MissionPvP-","225","","","true","PVPMission_Success_R1_Sm","50","Missions","80","80","","","","","0","15","","","","","","","","","","","","0","","15","400","","","0"
"","PVP_explorer_acquire_X_items_POITag_territory","Explore and Find","","Mission","","","","","","0","","","","true","false","false","","","","","PVPMission_Failure","true","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","PVPMission_Success_R1_Sm","PVP_task_acquire_X_items_POITag_territory_container","","0","0","0","0","","0","0","MissionPvP-","225","","","true","PVPMission_Success_R1_Sm","50","Missions","80","80","","","","","0","15","","","","","","","","","","","","0","","15","400","","","0"
"","PVP_explorer_acquire_X_items_territory","Explore and Find","","Mission","","","","","","0","","","","true","false","false","","","","","PVPMission_Failure","true","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","PVPMission_Success_R1_Sm","PVP_task_acquire_X_items_territory_container","","0","0","0","0","","0","0","MissionPvP-","225","","","true","PVPMission_Success_R1_Sm","50","Missions","80","80","","","","","0","15","","","","","","","","","","","","0","","15","400","","","0"
"","PVP_explorer_aquire_X_items_kill_X_enemies","Cull Enemies for Items","","Mission","","","","","","0","","","","true","false","false","","","","","PVPMission_Failure","true","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","PVPMission_Success_R1_Sm","PVP_task_aquire_X_items_kill_X_enemies_container","","0","0","0","0","","0","0","MissionPvP-","225","","","true","PVPMission_Success_R1_Sm","50","Missions","80","80","","","","","0","15","","","","","","","","","","","","0","","15","400","","","0"
"","PVP_explorer_aquire_X_items_kill_X_enemies_POITag","Cull Enemies for Items","","Mission","","","","","","0","","","","true","false","false","","","","","PVPMission_Failure","true","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","PVPMission_Success_R1_Sm","PVP_task_aquire_X_items_kill_X_enemies_POITag_container","","0","0","0","0","","0","0","MissionPvP-","225","","","true","PVPMission_Success_R1_Sm","50","Missions","80","80","","","","","0","15","","","","","","","","","","","","0","","15","400","","","0"
"","PVP_explorer_aquire_X_items_kill_X_enemies_territory","Cull Enemies for Items","","Mission","","","","","","0","","","","true","false","false","","","","","PVPMission_Failure","true","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","PVPMission_Success_R1_Sm","PVP_task_aquire_X_items_kill_X_enemies_territory_container","","0","0","0","0","","0","0","MissionPvP-","225","","","true","PVPMission_Success_R1_Sm","50","Missions","80","80","","","","","0","15","","","","","","","","","","","","0","","15","400","","","0"
"","PVP_explorer_aquire_X_items_kill_X_enemies_POITag_territory","Cull Enemies for Items","","Mission","","","","","","0","","","","true","false","false","","","","","PVPMission_Failure","true","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","PVPMission_Success_R1_Sm","PVP_task_aquire_X_items_kill_X_enemies_POITag_territory_container","","0","0","0","0","","0","0","MissionPvP-","225","","","true","PVPMission_Success_R1_Sm","50","Missions","80","80","","","","","0","15","","","","","","","","","","","","0","","15","400","","","0"
"","PVP_patrol_mission","Patrol Territory","","Mission","","","","","","0","","","","true","false","false","","","","","PVPMission_Failure","true","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","PVPMission_Success_R1_Sm","PVP_task_patrol_container","","0","0","0","0","","0","0","MissionPvP-","225","","","true","PVPMission_Success_R1_Sm","50","Missions","80","80","","","","","0","15","","","","","","","","","","","","0","","15","400","","","0"
"","FM_killx_location","FM killx location","","Mission","","","","","","0","","","","true","true","true","","","","","FactionMission_Failure","false","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","FactionMission_Success_R1_Sm","FM_task_kill_X_enemies_container_location","","0","0","0","0","","0","0","Mission-","225","","","true","FactionMission_Success_R1_Sm","0","Missions","40","40","","","","","0","15","","","","","","","","","","","","0","","125","430","","","0"
"","FM_loot_location","FM loot location","","Mission","","","","","","0","","","","true","true","true","","","","","FactionMission_Failure","false","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","FactionMission_Success_R1_Sm","FM_task_acquire_X_items_POITag_container","","0","0","0","0","","0","0","Mission-","225","","","true","FactionMission_Success_R1_Sm","0","Missions","40","40","","","","","0","15","","","","","","","","","","","","0","","125","430","","","0"
"","FM_Doubloon_location","FM  Doubloon location","","Mission","","","","","","0","","","","true","true","true","","","","","FactionMission_Failure","false","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","FactionMission_Success_R1_Sm","FM_task_Doubloon_X_times_POITag_container","","0","0","0","0","","0","0","Mission-","225","","","true","FactionMission_Success_R1_Sm","0","Missions","40","40","","","","","0","15","","","","","","","","","","","","0","","125","430","","","0"
"","FM_Doubloon_location_low_req","FM  Doubloon location low req","","Mission","","","","","","0","","","","true","true","true","","","","","FactionMission_Failure","false","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","FactionMission_Success_R1_Sm","FM_task_Doubloon_low_X_times_POITag_container","","0","0","0","0","","0","0","Mission-","225","","","true","FactionMission_Success_R1_Sm","0","Missions","40","40","","","","","0","15","","","","","","","","","","","","0","","125","430","","","0"
"","FM_huntx_location","FM huntx location","","Mission","","","","","","0","","","","true","true","true","","","","","FactionMission_Failure","false","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","FactionMission_Success_R1_Sm","FM_task_hunt_X_enemies_for_items_location_container","","0","0","0","0","","0","0","Mission-","225","","","true","FactionMission_Success_R1_Sm","0","Missions","40","40","","","","","0","15","","","","","","","","","","","","0","","125","430","","","0"
"","FM_huntx_anywhere","FM huntx anywhere","","Mission","","","","","","0","","","","true","true","true","","","","","FactionMission_Failure","false","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","FactionMission_Success_R1_Sm","FM_task_hunt_X_enemies_for_items_anywhere_container","","0","0","0","0","","0","0","Mission-","225","","","true","FactionMission_Success_R1_Sm","0","Missions","40","40","","","","","0","15","","","","","","","","","","","","0","","125","430","","","0"
"","FM_huntx_lootdrop_location","FM huntx lootdrop location","","Mission","","","","","","0","","","","true","true","true","","","","","FactionMission_Failure","false","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","FactionMission_Success_R1_Sm","FM_task_hunt_X_enemies_for_lootdrop_location_container","","0","0","0","0","","0","0","Mission-","225","","","true","FactionMission_Success_R1_Sm","0","Missions","40","40","","","","","0","15","","","","","","","","","","","","0","","125","430","","","0"
"","FM_PVP_kill_for_item_anywhere","FM  PVP kill for item anywhere","","Mission","","","","","","0","","","","true","true","true","","","","","FactionMission_Failure","true","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","FactionMission_Success_R1_Sm","FM_task_PVP_kill_and_acquire_X_items_anywhere_container","","0","0","0","0","","0","0","Mission-","225","","","true","FactionMission_Success_R1_Sm","0","Missions","40","40","","","","","0","15","","","","","","","","","","","","0","","125","430","","","0"
"","FM_PVP_Loot_location","FM  PVP  Loot location","","Mission","","","","","","0","","","","true","true","false","","","","","FactionMission_Failure","true","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","FactionMission_Success_R1_Sm","FM_task_PVP_loot_chests_at_POI_container","","0","0","0","0","","0","0","Mission-","225","","","true","FactionMission_Success_R1_Sm","0","Missions","40","40","","","","","0","15","","","","","","","","","","","","0","","125","430","","","0"
"","FM_PVP_Control_Point","FM  PVP  Control  Point","","Mission","","","","","","0","","","","true","true","false","","","","","FactionMission_Failure","true","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","FactionMission_Success_R1_Sm","FM_task_PVP_control_point_container","","0","0","0","0","","0","0","Mission-","225","","","true","FactionMission_Success_R1_Sm","0","Missions","40","40","","","","","0","15","","","","","","","","","","","","0","","125","430","","","0"
"","FM_PVP_Control_Point_S","FM  PVP  Control  Point  S","","Mission","","","","","","0","","","","true","true","false","","","","","FactionMission_Failure","true","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","FactionMission_Success_R1_Sm","FM_task_PVP_control_point_container_S","","0","0","0","0","","0","0","Mission-","225","","","true","FactionMission_Success_R1_Sm","0","Missions","40","40","","","","","0","15","","","","","","","","","","","","0","","125","430","","","0"
"","FM_PVP_Control_Point_C","FM  PVP  Control  Point  C","","Mission","","","","","","0","","","","true","true","false","","","","","FactionMission_Failure","true","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","FactionMission_Success_R1_Sm","FM_task_PVP_control_point_container_C","","0","0","0","0","","0","0","Mission-","225","","","true","FactionMission_Success_R1_Sm","0","Missions","40","40","","","","","0","15","","","","","","","","","","","","0","","125","430","","","0"
